PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
043tp,r1b2r2/1pq2p2/p1p2k2/2b5/8/3B2P1/PPPQ2KP/4R3 b - - 1 23,c5d4 d2h6,1695,79,55,388,mate mateIn1 middlegame oneMove,https://lichess.org/C426gBUP/black#46,
0449R,5rk1/1b4p1/p1p1p3/2Pp4/3P2q1/8/PP4PQ/K6R b - - 5 29,g4d4 h2h8 g8f7 h1f1 f7g6 h8f8,1614,77,93,683,crushing deflection endgame long,https://lichess.org/XN1sehfk/black#58,
0449V,4r3/6pp/1n5k/1pp1PP2/5K2/8/8/6R1 b - - 2 68,c5c4 g1h1,1732,210,57,54,endgame mate mateIn1 oneMove,https://lichess.org/RoOK0xFk/black#136,
044Hb,2rk1b1r/2p2ppp/2Qp1n2/1B1P3q/8/4B3/PPP3bP/4R1KR b - - 2 23,h5g4 c6e8 f6e8 e3g5 f7f6 e1e8,1763,85,84,80,discoveredAttack long mate mateIn3 middlegame operaMate sacrifice,https://lichess.org/1csRmama/black#46,
044U6,5b2/6pk/1nNN3p/2pP3b/2P1p3/1qB3Q1/5PP1/6K1 w - - 0 34,d6e4 b3b1 g1h2 b1e4,1699,74,84,604,crushing fork master middlegame short,https://lichess.org/p8P9z92C#67,
045lA,r2qkb1r/p1nn1pp1/2p1p1bp/2PpP3/3P4/P1N2P1N/6PP/R1BQKB1R w KQkq - 0 13,f1d3 d8h4 h3f2 h4d4,1636,75,80,65,advantage middlegame short,https://lichess.org/1O37fwpM#25,Slav_Defense Slav_Defense_Other_variations
045tt,6k1/p2q3p/4pppQ/3n4/3B4/P7/r4PPP/2R3K1 b - - 3 29,a2a3 d4c5 d7g7 h6g7 g8g7 c5a3,1703,75,88,773,advantage endgame long master,https://lichess.org/pOtcDStr/black#58,
046At,2k4r/2p2p2/2b1pN2/4Pp1p/p2R4/K1P3P1/2P4P/8 b - - 0 27,h8h6 f6g8 h6g6 g8e7,1619,74,91,859,crushing endgame master short,https://lichess.org/w2aMfGtE/black#54,
046XM,r4rk1/ppq1b1p1/2n1p2p/3pP3/1P6/P2Q1N2/3N1PPP/R1R3K1 b - - 0 16,c6e5 c1c7 e5d3 c7e7,1698,75,85,179,crushing middlegame short,https://lichess.org/wfqm55n1/black#32,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
046Yt,3Q4/1p1R1pkp/5p2/P7/8/7P/r1q2PP1/6K1 w - - 3 35,d8c7 c2f2 g1h2 f2g2,1724,76,74,101,endgame mate mateIn2 short,https://lichess.org/gxaN1koy#69,
046tY,r1b2rk1/3n1p1p/p2p1p2/1p1Nq3/4P3/1PP2Q2/1P3PPP/R4RK1 b - - 0 16,c8b7 f3g4 g8h8 g4d7 b7d5 e4d5,1602,111,100,82,equality fork long middlegame,https://lichess.org/1wTsaNQ5/black#32,
0472O,4k2r/5pp1/2q1p3/2b1P2p/1p3PnP/3R4/PPQ3P1/1K2B3 b k - 1 31,c6b6 c2a4 e8f8 a4a8 f8e7 a8h8,1659,76,83,266,advantage long middlegame skewer,https://lichess.org/Vubotgw0/black#62,
04779,r1b2rk1/pp3pp1/1qn1pn1p/1N1p4/3P1B2/8/PPP1BPPP/R2Q1RK1 b - - 3 12,a7a6 f4c7 b6b5 e2b5,1630,74,95,20383,advantage opening short trappedPiece,https://lichess.org/cQcxf3xH/black#24,French_Defense French_Defense_Steinitz_Attack
047Qs,2kr3r/4q1pp/1Q3p2/3pp3/P7/2R1PP2/3P1P1P/6K1 b - - 0 23,c8d7 b6c6,1706,82,82,415,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/yy4T5OMz/black#46,
047oQ,k6r/1p3pb1/p2Q4/N3p2p/4P1nq/P1P2B2/1P3PP1/3R1RK1 w - - 1 23,f3g4 h5g4 d6d8 h8d8 d1d8 h4d8,1714,75,89,444,advantage long middlegame,https://lichess.org/uHOWKYeZ#45,
047t6,2bR4/6pk/1p5p/r2nBp2/8/p2B3P/5PP1/6K1 b - - 5 36,a5c5 d8c8 d5e7 c8c5,1727,76,92,3553,advantage endgame master masterVsMaster pin short superGM,https://lichess.org/QiFqZaNg/black#72,
048EW,2r1k2r/pp3p2/1q6/3p4/2pb4/2P3p1/PPQ2PP1/RN3RK1 w k - 0 21,c3d4 h8h1 g1h1 b6h6 h1g1 h6h2,1707,75,97,3465,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/TvLXOY0j#41,
048Ua,4rrk1/pp3ppp/5q2/2bp4/8/2PQ4/PP1NRPPP/R5K1 w - - 2 16,a1e1 c5f2 e2f2 e8e1,1677,76,96,4950,advantage deflection fork middlegame short,https://lichess.org/1BsJZeGe#31,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
048l9,2kr1r2/qp1b4/3Q4/p2Pp3/4P3/P5P1/1P4BP/R6K b - - 2 27,b7b6 a1c1 c8b7 c1c7,1631,75,74,498,advantage middlegame short,https://lichess.org/1C9biKsB/black#54,
04972,rn1qk2r/pbp2ppp/1p1ppn2/3P4/5P2/2B2N2/PPP1Q1PP/2KR1B1R b kq - 2 10,b7d5 c3f6 d8f6 d1d5,1623,76,94,2232,advantage intermezzo opening pin short,https://lichess.org/BnbN9dRu/black#20,English_Defense English_Defense_Other_variations
049XY,r2qkb1r/pp1npppp/2p2n2/8/2BP2b1/2N1BN2/PPP3PP/R2Q1RK1 b kq - 5 8,d7b6 c4f7 e8f7 f3e5 f7g8 e5g4,1747,75,78,172,advantage attackingF2F7 attraction long master opening sacrifice,https://lichess.org/w1tjWxY5/black#16,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Ziegler_Defense
04AMa,2r3k1/5p2/4p1p1/pp4QP/3Pq3/6R1/5P1K/8 b - - 4 34,c8c2 g5d8 g8g7 h5h6 g7h7 d8f6 c2f2 f6f2,1761,149,67,11,advantage endgame pin veryLong,https://lichess.org/02EMGdGB/black#68,
04B3j,2r5/1p3pk1/p1nqp1p1/2Np1nNp/7P/6P1/PPRQ1P2/6K1 b - - 3 34,c6d4 c5e6 d4e6 c2c8,1732,80,93,51,advantage discoveredAttack master middlegame short,https://lichess.org/UAZlCQhZ/black#68,
04BEo,1rq2r1k/p3p1bp/6p1/3NP3/2Bp4/4P3/PPQ1K2P/6RR w - - 0 25,e3d4 b8b2 c2b2 c8c4,1679,117,75,18,advantage deflection master middlegame pin short,https://lichess.org/kdvBjKHe#49,
04CAQ,4r1k1/p5p1/3Q1p1p/1q2p3/8/P5RP/5PP1/6K1 b - - 3 31,b5b6 d6d7 b6b1 g1h2 g7g5 d7e8,1760,73,94,9865,crushing endgame long,https://lichess.org/M8nFKy7t/black#62,
04CN2,1k1rr3/ppp2p1p/8/3B4/3Q4/2NK2b1/PPP3P1/R1B1q3 b - - 8 26,c7c6 c1f4 g3f4 a1e1 e8e1 d4f4,1726,75,97,792,advantage discoveredAttack intermezzo long middlegame,https://lichess.org/bNinMFDx/black#52,
04E2O,8/3k4/1K5p/1P4pP/8/8/8/8 b - - 4 55,d7c8 b6a7 g5g4 b5b6 g4g3 b6b7,1616,136,89,11,advancedPawn crushing endgame long pawnEndgame,https://lichess.org/P20BcoOR/black#110,
04E2x,8/p4p1k/b4qpp/p7/4Q3/P3P2P/1r3PP1/2R1R1K1 w - - 0 24,f2f4 a6b7 e4b7 b2b7,1667,76,85,177,advantage endgame short,https://lichess.org/qgUC6aYz#47,
04E4E,r1b1k1nr/ppp2ppp/8/2bPp3/3n3q/2N2P2/PPP2BPP/R2QKBNR b KQkq - 2 7,d4f3 d1f3 c5f2 f3f2 h4f2 e1f2,1606,77,97,2136,advantage hangingPiece long opening,https://lichess.org/QXEp4wtf/black#14,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
04EnG,r2q1r1k/pp3ppp/2p1b3/4N3/3P1n2/7P/PPB2PP1/R2QR1K1 w - - 0 17,d1d2 d8g5 d2f4 g5f4,1726,75,92,2419,crushing middlegame short,https://lichess.org/Ny2KmaC1#33,French_Defense French_Defense_Knight_Variation
04FJw,r5k1/p2n2bp/Qq2p1p1/1PppP3/8/2B1P2P/3N2P1/R5K1 b - - 0 28,g7e5 a6b6 d7b6 c3e5,1607,78,84,65,advantage middlegame short,https://lichess.org/KuapTKXo/black#56,
04Fx4,5rk1/pp2Rrpp/2p5/5p2/2Q5/1PP4P/1Pq2PP1/R5K1 w - - 5 23,a1a7 c2d1 g1h2 d1d6 f2f4 d6e7,1728,212,69,12,advantage endgame fork long,https://lichess.org/ji2wvPOF#45,
04GHG,2r5/p4kpp/2nB4/1p6/1P2Q3/q3P3/1b3PPP/2R3K1 b - - 0 27,b2c1 e4f5 f7e8 f5c8,1616,74,94,3182,crushing endgame fork master short,https://lichess.org/iALuk70n/black#54,
04GNb,1r3r1k/R1R5/5qbp/6p1/2Q1B3/5p1P/1P3PP1/6K1 b - - 0 36,f3g2 c7h7 g6h7 a7h7,1725,76,69,75,mate mateIn2 middlegame operaMate sacrifice short,https://lichess.org/j267Jv8e/black#72,
04GTQ,r2q1rk1/ppp2pp1/2n4p/2bNp3/4P1b1/3P1N2/PPP1QPPP/R1B2RK1 w - - 1 10,h2h3 c6d4 f3d4 g4e2,1685,77,91,636,advantage opening short,https://lichess.org/2GHqfuPM#19,Four_Knights_Game Four_Knights_Game_Italian_Variation
04GZF,6k1/8/p2pP1p1/1p2b2p/4Bn1r/2P2R1P/PP5K/5R2 w - - 1 34,h2g3 h4h3 g3f2 h3h2 f2e1 h2e2 e1d1 e2e4,1786,75,99,934,advantage endgame fork veryLong,https://lichess.org/ji426GQV#67,
04Gep,3r4/1prP1ppk/6bp/P7/2q5/2N2P2/2PQR1PP/3R2K1 w - - 3 29,c3e4 c7d7 d2d7 d8d7,1769,75,85,95,advantage master middlegame short,https://lichess.org/joqrZFB8#57,
04GhF,8/5p2/p6p/3k4/1P2p1PP/2K1P3/5P2/3bN3 w - - 1 42,e1c2 d1c2 c3c2 d5c4 f2f4 e4f3,1655,76,94,8438,crushing enPassant endgame long,https://lichess.org/ZrmhXXXy#83,
04H3Z,1k4r1/p1pp3p/Bpn1p3/4np2/4QB2/7P/PPP2PPq/R3RK2 w - - 0 21,e4e5 h2g2 f1e2 c6e5,1684,75,82,1710,advantage intermezzo middlegame short,https://lichess.org/7bvtoe0A#41,
04HSK,4rbk1/1ppq1pp1/2npr2B/p2N4/2PP4/PP3PPP/3Q3K/4RR2 b - - 0 22,e6h6 d2h6 e8e1 f1e1,1759,91,85,23,advantage middlegame short,https://lichess.org/SwCedjLp/black#44,
04HSi,r2q1r1k/pQ2p1bp/3p2p1/2pB4/2Pn1B2/2Nb2P1/PP3P1P/R3R1K1 b - - 0 16,d4c2 e1e7 d8e7 b7e7,1645,76,84,93,advantage middlegame short,https://lichess.org/LYbt2OKF/black#32,English_Opening English_Opening_Anglo-Indian_Defense
04Hbf,8/5k2/1pp5/p2p4/P2Pp2P/2P1P1K1/2P5/8 w - - 0 38,g3g4 b6b5 a4b5 c6b5,1755,75,96,6771,crushing endgame pawnEndgame short,https://lichess.org/wwXGGzjR#75,
04Hkj,3rb1k1/R5p1/4n2p/1p3p2/1Pp5/Q2qPBP1/5P1P/3R2K1 b - - 2 24,d3a3 a7a3 d8d1 f3d1,1688,75,86,1053,advantage master middlegame short,https://lichess.org/wZ9UreTY/black#48,
04HmJ,8/p1p2k1p/5Np1/5p2/q1b5/8/6QP/3R2K1 w - - 2 31,d1d7 f7f6 g2b2 f6e6,1601,78,92,3504,advantage endgame hangingPiece short,https://lichess.org/w7KERIb7#61,
04HvL,8/p7/1p3N2/4n1KP/1k1p4/1P6/1P6/8 w - - 0 49,h5h6 e5f7 g5f4 f7h6,1776,96,86,33,advantage deflection endgame knightEndgame short,https://lichess.org/nFCkNV0W#97,
04I7U,6B1/p2R2pk/6Np/5P2/6P1/7P/P1r2r2/6K1 b - - 1 29,h7g8 d7d8 g8f7 d8f8,1642,81,94,108,endgame hookMate master masterVsMaster mate mateIn2 short,https://lichess.org/6KyvDuLs/black#58,
04IXh,4r3/2R5/p1p3k1/P7/1bB2P2/6K1/8/8 b - - 1 42,c6c5 c4f7 g6f5 f7e8,1746,115,30,21,crushing endgame fork short,https://lichess.org/9pD5KEiq/black#84,
04Izo,r1bb1rk1/5ppp/3p2q1/2pP2P1/ppP1PP1P/6Q1/PP1N4/1K1R3R b - - 0 24,b4b3 h4h5 g6e4 d2e4,1658,76,85,124,crushing middlegame short trappedPiece,https://lichess.org/NPUKWwTZ/black#48,
04JDR,8/p7/8/P1p5/2P3p1/5k1p/2B4K/8 w - - 2 47,c2f5 g4g3 h2h3 g3g2 f5e4 f3e4,1688,76,96,5004,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/qOQhLmVw#93,
04JOd,r4r2/pp1b3p/5npk/q1p3N1/8/2N1Q3/PP3PPP/R3K2R b KQ - 7 19,a8e8 g5e6 g6g5 e3g5,1740,76,94,2504,discoveredAttack discoveredCheck mate mateIn2 middlegame short,https://lichess.org/hBkXRUVm/black#38,
04JeV,8/1p6/p1kP4/P1p1Bn1p/4K1p1/1PP3P1/8/8 b - - 8 44,h5h4 e4f5 h4h3 f5e6 h3h2 d6d7 h2h1q d7d8q,1771,107,68,67,advancedPawn crushing endgame hangingPiece promotion veryLong,https://lichess.org/DSOkWoOC/black#88,
04K8u,1r2n1k1/4P1p1/p2N3p/1pp5/8/1P4P1/P1P1R1P1/6K1 w - - 1 33,e2e6 b8b6 e6h6 b6d6,1717,115,79,30,advantage endgame short,https://lichess.org/UGSSlabw#65,
04KMO,7k/5p1p/2p1p1p1/p1K1P3/P1N4P/8/6n1/8 b - - 2 46,g2h4 c4a5 h4f3 a5c6,1799,75,97,1246,advantage endgame knightEndgame short,https://lichess.org/E1whrEtJ/black#92,
04L43,2k5/1p6/3B2P1/2P5/3r4/p4K2/8/8 b - - 0 57,d4d1 g6g7 d1g1 d6g3,1777,76,97,1935,advancedPawn crushing defensiveMove endgame short,https://lichess.org/LXHXSpMv/black#114,
04Lnq,r1bqk1nr/pppp1ppp/2n5/2b1P1B1/2B5/2P2N2/P4PPP/RN1QK2R b KQkq - 2 8,c5e7 d1d5 g8h6 g5h6,1782,73,95,11303,advantage opening short,https://lichess.org/R5lt2ZJK/black#16,Scotch_Game Scotch_Game_Benima_Defense
04M9B,rqb1kb1r/3p1ppp/2n1pn2/1N2P3/8/2N1BQ2/PPP2PPP/2KR3R b kq - 0 11,c6e5 f3a8 b8a8 b5c7 e8d8 c7a8,1673,75,90,908,advantage attraction fork long middlegame sacrifice,https://lichess.org/RCCIhfdB/black#22,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
04MIR,2b3k1/6b1/3p1nQ1/p2P4/PpB2R2/1P2q3/6P1/5K2 w - - 10 60,f4f6 e3c1 f1f2 c1b2,1681,94,79,35,advantage endgame master short,https://lichess.org/Yk9jJ3vn#119,
04Mrj,8/p5p1/5pp1/3n1k2/PpNP1P1P/5K2/5P2/8 b - - 3 42,d5f4 c4e3 f5e6 f3f4 g6g5 h4g5,1699,78,92,352,crushing deflection endgame knightEndgame long,https://lichess.org/DMPaSIkV/black#84,
04OPX,r2q1rk1/1bQ1bppp/p4n2/1p1P4/1np2B2/2N2N2/PP3PPP/2KR1B1R b - - 0 13,b4d5 c7b7 d8b6 b7b6,1653,89,80,54,advantage hangingPiece opening short,https://lichess.org/XA4dXtup/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Janowski_Variation
04On4,rnb1k2r/pp3ppp/4p3/3pN3/1qPPn3/2N5/PP3PPP/R2QKB1R w KQkq - 2 10,d1f3 b4b2 f3f7 e8d8 c3e4 b2a1,1666,77,93,3652,crushing long opening,https://lichess.org/JznYx7Aq#19,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
04PFc,Q1b5/5pkp/4p1p1/P7/2q5/5B1P/5PP1/6K1 w - - 0 31,f3b7 c4c1 g1h2 c1c7,1716,75,93,2342,crushing endgame short,https://lichess.org/SFNmuL6M#61,
04R6H,8/1p6/p2knN2/8/2P3p1/PP2Kp2/8/8 b - - 1 46,e6d4 e3d4 f3f2 f6e4,1745,87,84,66,crushing endgame hangingPiece knightEndgame master masterVsMaster short,https://lichess.org/U33Y39na/black#92,
04Rjh,r1bq1rk1/p2nbppp/8/2p1B3/3pN3/5N2/PPP2PPP/R2QR1K1 w - - 2 14,e4d6 d7e5 d6c8 e5f3 d1f3 a8c8,1719,76,94,1892,advantage long opening,https://lichess.org/tapzkgkU#27,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
04SXy,8/R4pp1/pr6/7k/5K1P/5P2/8/8 w - - 0 44,a7f7 b6f6 f7f6 g7f6 f4f5 a6a5,1620,75,96,23139,crushing defensiveMove endgame long rookEndgame,https://lichess.org/XkHgsVU7#87,
04TLu,5r2/4nk2/6p1/p3p1bR/2p1PqP1/P1P2PN1/1P2RQK1/8 w - - 18 47,e2e1 g6h5 g3h5 f4d2 f2d2 g5d2,1779,76,94,320,advantage long middlegame,https://lichess.org/wW1MTFQF#93,
04TQD,3r1rk1/pp2qpp1/2p1p2Q/8/8/1P4R1/6PP/5R1K b - - 0 29,g7g6 g3h3 f7f6 h6h8 g8f7 h3h7 f7e8 h7e7,1799,76,95,13325,crushing endgame quietMove skewer veryLong,https://lichess.org/lmDAzyCc/black#58,
04U6R,8/2p3k1/1p1p2pp/p2P4/P1P1b3/1Pq2N1P/6P1/3Q3K w - - 7 33,d1d4 c3d4 f3d4 g7f6 h1g1 f6e5 d4c6 e5f4,1615,74,90,1222,crushing defensiveMove endgame veryLong,https://lichess.org/57ksAnW7#65,
04U7q,7k/6p1/3P3p/8/1p6/4KB2/rP4PP/8 b - - 0 34,a2a7 f3c6 a7a6 d6d7 a6c6 d7d8q,1602,74,100,400,advancedPawn crushing endgame long promotion quietMove,https://lichess.org/ZftvCCAl/black#68,
04U8S,3r2k1/1bq2r1p/1p2Q1p1/1P6/6N1/5P2/7P/2R2R1K b - - 2 34,c7e7 g4h6 g8g7 e6f7 e7f7 h6f7,1616,76,97,1751,advantage fork long middlegame,https://lichess.org/t8RvFVQG/black#68,
04UcL,1k1rr3/ppp2p1p/8/3pn1p1/1qP1n3/1P2PN1P/P1Q1BPP1/R4K1R b - - 1 18,d5c4 c2e4 e5f3 e4f3,1691,75,95,6905,advantage hangingPiece master middlegame short,https://lichess.org/1UUx6HKC/black#36,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
04Upq,5rq1/p2k4/npp1p2Q/3pR3/3P4/3P2P1/PP3P1P/6K1 b - - 3 32,a6b4 e5g5 g8f7 g5g7 d7d6 g7f7,1743,74,96,10294,crushing endgame long pin,https://lichess.org/aY3B6fff/black#64,
04Uvy,8/2pQP3/1pP3kp/1P6/4qp2/1B2p3/1P4KP/4R3 w - - 1 41,g2h3 e4f3 h3h4 f3h5,1720,75,83,123,endgame mate mateIn2 short,https://lichess.org/ZM4jthT8#81,
04VCD,2r5/1b3pkp/p3p2Q/2qpP3/3N3R/7P/P5PK/q7 b - - 1 28,g7g8 h4g4 g8h8 h6f6,1649,93,50,22,mate mateIn2 middlegame short,https://lichess.org/9A87Dhvi/black#56,
04XGp,r4rk1/pp3ppp/n6q/3PP3/3N2Q1/2P5/P5PP/5R1K b - - 2 20,a8d8 d4f5 h6g6 f5e7 g8h8 e7g6,1680,76,98,3650,advantage fork long middlegame,https://lichess.org/6JWCpvaS/black#40,
04XLJ,2kr3r/pp1nqpp1/4p1p1/8/5N2/2Q5/PPP3PP/2KR3R b - - 3 18,e7c5 d1d7 c5c3 d7d8,1692,77,88,1068,advantage middlegame queensideAttack short,https://lichess.org/3mlQOel0/black#36,Queens_Pawn_Game Queens_Pawn_Game_Stonewall_Attack
04Xg1,r1b2rk1/p3qp2/1p4pp/3R4/8/3Q2P1/P1B2PP1/3R2K1 b - - 1 26,c8f5 d5f5 a8d8 f5d5 d8d5 d3d5,1652,75,93,1929,crushing long middlegame,https://lichess.org/ipWGDKpm/black#52,
04XmB,7R/p3q1kp/1p6/3pBp2/3Pp3/PK2P3/1P3P2/8 b - - 0 27,e7e5 h8h7 g7h7 d4e5 d5d4 e3d4,1796,75,90,189,crushing endgame intermezzo long queenRookEndgame,https://lichess.org/3QtZewzm/black#54,
04YXv,1b2rk2/1p3q2/p1p2p1p/5Q2/2P3R1/1P4P1/P4PK1/8 b - - 6 34,f7e7 f5g6 e7f7 g6h6 f8e7 g4g7,1721,75,93,539,advantage endgame exposedKing long pin,https://lichess.org/ND1kcOSb/black#68,
04Z1o,r2q2kQ/p2nb1p1/bp2p3/3pP1P1/5r2/2P5/PP3PP1/R3K2R b KQ - 1 18,g8f7 g5g6 f7g6 h8h5,1650,75,78,112,attraction mate mateIn2 middlegame short,https://lichess.org/uTfNngml/black#36,Indian_Defense Indian_Defense_London_System
04aVu,r7/1p1Q4/nk1p4/pNpPpp1B/2P5/8/PP1K2P1/5q2 b - - 2 36,f1c4 d7d6 b6b5 h5e2 c4e2 d2e2,1759,75,98,545,advantage endgame long pin sacrifice,https://lichess.org/qDkbDeQ6/black#72,
04aX2,4r1k1/6pp/p7/3p1p2/3Q1P2/1P3KPr/P1P4q/3R2R1 w - - 7 35,g1g2 h3g3 g2g3 h2e2,1687,79,64,71,endgame mate mateIn2 sacrifice short,https://lichess.org/JshM5DB1#69,
04acU,1nr5/6k1/1R3p2/p2p4/2bP4/2P5/2B2KPP/8 b - - 3 31,b8d7 b6b7 c8b8 b7d7,1729,125,65,39,endgame equality pin short,https://lichess.org/uhSGnkyN/black#62,
04bpR,8/5pk1/p7/1p1pPp2/5K1r/2P2RP1/PP6/3Qb1q1 w - - 2 35,g3h4 g1g4 f4e3 g4e4,1766,79,95,20634,endgame mate mateIn2 short,https://lichess.org/nEb85W23#69,
04c6u,4rr1k/6pp/Q7/1pp5/3p3q/P2P4/1PP1RPPP/R5K1 w - - 3 25,a1e1 h4f2 e2f2 e8e1 f2f1 e1f1,1613,74,97,6263,deflection endgame kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/QrIT4O9c#49,
04c7g,r4k2/pp2b1r1/3PQp1p/8/8/2q5/P4RPP/4R1K1 b - - 0 26,e7d6 f2f6 c3f6 e6f6,1627,81,82,42,crushing middlegame short,https://lichess.org/XzUPEhkg/black#52,
04d8N,8/pkp5/1p2P1Q1/2b3p1/5q2/2N5/PPPK2PP/8 w - - 3 39,d2d3 f4e3 d3c4 e3d4 c4b3 d4b4,1609,78,93,5788,endgame exposedKing long mate mateIn3,https://lichess.org/znLuJx5e#77,
04dMP,2b3k1/p4pp1/2p4p/3p4/PP5r/2P1P1qP/5RP1/2Q3RK w - - 8 29,c1f1 c8h3 g2h3 h4h3 f1h3 g3h3,1784,74,95,3304,advantage endgame kingsideAttack long,https://lichess.org/vzpGciMM#57,
04e0U,5rk1/2p2ppp/1pPp1qn1/2nP4/2N1P3/5PP1/2B1Q2P/r1R2RK1 b - - 6 28,f8a8 e4e5 a1c1 e5f6,1742,75,73,382,crushing middlegame short,https://lichess.org/erpD2T1g/black#56,
04eE6,r2qr3/pp1n1kpp/2nB4/3pp3/P2P4/2PQ3P/1P1N1PP1/R4RK1 w - - 0 16,d3h7 d7f6 h7c2 d8d6,1702,75,96,2377,advantage discoveredAttack middlegame short,https://lichess.org/m0vnCT0M#31,Indian_Defense Indian_Defense_Other_variations
04eHX,r5k1/5pp1/6r1/p1Qp1q2/3P3p/4BP2/PPR2PPP/5R1K w - - 0 21,c2e2 h4h3 c5c2 h3g2,1753,77,94,7237,advancedPawn crushing kingsideAttack middlegame short,https://lichess.org/CmnBaavG#41,
04eRe,r1b2r2/ppqn1ppk/2pb4/3p2N1/3P4/2N1P3/PPP3PP/R2Q1RK1 b - - 1 14,h7g8 d1h5 d6h2 g1h1 d7f6 f1f6,1723,77,90,438,crushing defensiveMove long opening,https://lichess.org/rElOJRer/black#28,Pirc_Defense Pirc_Defense_Other_variations
04eUN,5rk1/1b2bp1p/2q1p3/1p2P3/2pP1Np1/2P2PP1/2Q4P/R1B2RK1 w - - 2 22,f3g4 c6h1 g1f2 h1h2 f2e1 h2c2,1621,75,84,123,crushing deflection kingsideAttack long middlegame skewer,https://lichess.org/kLvjon8l#43,
04eVu,3r2k1/1p3p2/pb5p/5Np1/5rP1/2P4P/PP4P1/R2R1K2 w - - 3 31,f1e2 f4f2 e2e1 d8e8,1602,74,95,18383,crushing endgame short,https://lichess.org/VPPXCdl3#61,
04fUn,2k1r3/R7/3K4/2P5/4B3/p2P4/r7/8 b - - 2 57,e8d8 d6c6 a2b2 a7a8 b2b8 e4f5,1690,75,99,1519,crushing defensiveMove endgame exposedKing long,https://lichess.org/xOyg8IUE/black#114,
04fcx,2r3r1/1pqk1p1p/p3pPp1/3P4/8/Q7/PP3PPP/2RR2K1 b - - 0 24,c7c1 a3e7,1622,82,87,304,endgame mate mateIn1 oneMove,https://lichess.org/kxtydrBf/black#48,
04fno,8/1p6/p2k1pp1/1b2n1N1/3K2P1/7P/P7/4R3 w - - 0 39,a2a3 e5c6 d4e4 f6g5,1701,76,93,2549,advantage endgame short,https://lichess.org/1c6ftYAz#77,
04h4k,rn2nrk1/pp2q1bp/2pp2p1/5bP1/2P1BP2/2NP4/PP1BQ3/R3K1NR b KQ - 4 15,g7c3 e4d5 c6d5 e2e7,1729,75,96,14793,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/kYtAU2Gb/black#30,Grob_Opening Grob_Opening_Other_variations
04hhS,2r2rk1/B1pn2pp/3p2n1/1NP1p1q1/P4p2/3P2PP/3QPPK1/R4R2 w - - 1 25,c5d6 f4f3 g2h2 g5d2,1642,76,92,2099,crushing discoveredAttack middlegame short,https://lichess.org/7kdfBXdq#49,
04i0H,8/1Rn4p/4pk1b/3p3p/3P4/2P2N2/3N1PPK/3r4 w - - 4 25,b7c7 h6f4 g2g3 f4c7,1672,77,94,1168,advantage endgame fork short,https://lichess.org/FiXuLJyT#49,
04iUP,8/p7/1p6/5P2/1P1k1K2/P1npN3/8/8 b - - 4 55,c3d5 e3d5 d4d5 f4e3 d3d2 e3d2,1673,90,79,24,crushing endgame knightEndgame long master,https://lichess.org/v5HjitSw/black#110,
04ioG,3q2k1/pQ3ppp/1p6/r3p3/8/6PP/PP3P2/5RK1 b - - 1 26,a5a2 f1c1 g7g6 c1c8 d8c8 b7c8,1780,75,96,967,advantage endgame long pin quietMove,https://lichess.org/pjpwJM2h/black#52,
04jc7,4r2k/p7/1p2PqP1/2p4p/4Q1P1/8/5RKP/8 b - - 0 32,f6e6 f2f8 h8g7 f8e8 e6e4 e8e4,1797,77,100,603,crushing endgame long,https://lichess.org/qk3Q5lgD/black#64,
04jdo,r1b1k2r/p1ppqpp1/2p4p/7n/1b2P3/2N2P2/PPPB2PP/R2QKB1R w KQkq - 1 10,a2a3 e7h4 g2g3 h5g3 a3b4 g3h1,1703,75,89,1617,advantage discoveredAttack discoveredCheck long opening,https://lichess.org/xgu06mIg#19,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted
04k0I,r7/pp1kqp2/3p2p1/3Qp3/2n1P2r/2P2P1N/P7/R3K2R b KQ - 1 20,c4e3 d5b7 d7e6 b7a8,1684,76,90,75,advantage fork middlegame short,https://lichess.org/4gbkK0Vy/black#40,
04kLH,4rk2/Q5pp/5n2/2R5/P2qnB2/7P/6PK/4R3 b - - 2 28,d4c5 a7c5 e4c5 f4d6 f8f7 e1e8,1708,109,38,23,advantage fork long middlegame,https://lichess.org/Ir84GxCN/black#56,
