PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
07XlL,2kr3r/pppb2pp/3b4/4q3/1P1n4/P2P1pP1/1B3PBP/R2QNRK1 w - - 0 17,e1f3 d4e2 g1h1 e5b2,2142,85,80,56,advantage discoveredAttack middlegame short,https://lichess.org/WSTZwj6J#33,English_Opening English_Opening_Kings_English_Variation
07YcM,q4rk1/6p1/p2n3p/1p6/2p5/4RPK1/PP2Q2P/4R3 w - - 4 37,e3e6 d6f5 g3g2 f5d4 e2e4 d4e6,2057,75,93,5286,advantage endgame fork long,https://lichess.org/P7XCMyiW#73,
07ZWw,4r3/2k2p1q/p2PpQ1p/1p2P1rP/2p3P1/P4p1K/8/3R4 b - - 0 36,c7d7 f6f3 e8b8 f3f6,2095,76,85,115,crushing endgame master short,https://lichess.org/T5AubicZ/black#72,
07a9p,2b3k1/p1Nnp3/1p4p1/2q2n1p/8/6PP/PPP2K2/RN1QR3 w - - 3 22,f2g2 c8b7 d1d5 b7d5,2063,96,20,31,crushing middlegame short,https://lichess.org/qeL4OltF#43,
07aAH,2q3k1/p4pp1/8/1Q4Pp/5P2/4bR1b/PP2P2K/8 b - - 1 29,c8g4 b5e8 g8h7 e8e4,2062,75,84,201,crushing endgame fork short,https://lichess.org/1LXbCZzf/black#58,
07ap0,8/8/1p1b4/p1p2k2/P1Pp2p1/1P1P1P2/3B2K1/8 b - - 2 36,g4g3 d2e1 d6e7 e1g3,2038,75,87,450,bishopEndgame crushing endgame master short,https://lichess.org/uFipkC8c/black#72,
07avT,r4rk1/1p3p1q/2pb2pP/p1n3Q1/P1P1p1RN/3p4/1P3P1P/R1B3K1 b - - 1 26,c5e6 g5f6 a8e8 h4g6 h7g6 g4g6 f7g6 f6g6,2005,76,89,1702,advantage kingsideAttack middlegame veryLong,https://lichess.org/1XGED2lR/black#52,
07c0B,5kr1/p2p4/1p2p2p/4Bp2/2PP2pb/1QP1Pq2/P4P2/R3K1R1 w Q - 5 24,g1f1 f3e3 e1d1 e3d3 d1c1 d3f1,2080,83,91,414,advantage fork long middlegame pin,https://lichess.org/BZ1IU8pW#47,
07clM,4r2k/pp4r1/8/8/4P1qb/4QR1p/PP2R3/5B1K b - - 5 35,e8e4 f3f8 h8h7 e3e4 g4e4 e2e4,2108,79,94,14216,crushing exposedKing intermezzo long master middlegame,https://lichess.org/eOsCQ0hJ/black#70,
07dUi,4r1k1/1b1n1p1p/1p4p1/p2P4/P2P1qn1/B2B4/2Q2PPP/2R2NK1 w - - 0 24,f1g3 e8c8 c2c8 b7c8 c1c8 g8g7,2040,78,92,3041,advantage long middlegame,https://lichess.org/kApbkC94#47,
07eX5,6k1/7p/3p4/p2Pr3/2PQp1q1/P4pP1/5P1P/3R1R1K w - - 1 27,d1b1 g4h3 b1b8 g8f7 d4a7 e5e7 a7e7 f7e7 f1g1 e4e3 f2e3 f3f2,2071,75,96,744,advancedPawn advantage defensiveMove endgame veryLong,https://lichess.org/YSpVsdOB#53,
07eyX,4r2r/1pp1q1b1/p5k1/8/P3bRp1/6Q1/1PPB2PP/R5K1 b - - 1 28,g7d4 g1h1 h8h2 g3h2,2079,137,71,31,defensiveMove equality middlegame short,https://lichess.org/zcv9JQBJ/black#56,
07fpN,r3k1r1/p1p2p1p/2p4q/8/8/1PNPPN2/P1b1Q2P/R3K3 b Qq - 0 16,h6h5 e1d2 c2d3 d2d3,2156,111,100,51,equality middlegame short trappedPiece,https://lichess.org/BSWMBPqL/black#32,
07h6r,1r5k/2p3b1/3pQNp1/6P1/q7/7P/5P2/4R1K1 b - - 0 39,a4f4 e6e8 b8e8 e1e8 g7f8 e8f8 h8g7 f6h5 g7f8 h5f4,2011,74,87,422,crushing endgame exposedKing sacrifice veryLong,https://lichess.org/1VxtxIHE/black#78,
07hBo,7k/5pp1/8/p2B3p/3QPP2/5KPb/P1q4P/8 w - - 0 35,d5b3 h3g4 f3e3 c2e2,2016,84,91,435,endgame mate mateIn2 short,https://lichess.org/9erfUawY#69,
07hDM,8/7R/8/3n3p/2k2p2/2p5/4K1PP/8 w - - 2 43,h7h5 f4f3 e2f3 c3c2,2057,75,93,8647,advancedPawn crushing endgame short,https://lichess.org/55MLV53D#85,
07iBG,8/ppq1pQ2/3p2pk/2pB4/2P2b2/6P1/PP4K1/8 b - - 0 29,f4e5 d5e4 d6d5 f7g6,2059,80,84,294,endgame mate mateIn2 short,https://lichess.org/AUgn9RkB/black#58,
07iaq,r5nr/4b2p/p4p1k/q1PQ2p1/5B2/2p2P2/PPP2P1P/R3K1R1 w Q - 0 19,f4g5 f6g5 b2b4 a5d8,2188,76,87,890,advantage middlegame short,https://lichess.org/xP5SzqtD#37,French_Defense French_Defense_Two_Knights_Variation
07ijR,8/k7/pp6/1P1p2p1/P2P2P1/2K5/8/8 b - - 4 50,a7b7 b5a6 b7a6 c3b4 a6a7 b4b5 a7b7 a4a5 b6a5 b5a5,2075,76,93,638,crushing endgame master pawnEndgame veryLong zugzwang,https://lichess.org/kRv2EwXX/black#100,
07jJ0,4r1k1/1pq2pp1/p4n1p/P1pP4/6P1/2N1Q2P/1P1R1P2/6K1 w - - 2 26,d5d6 c7c6 e3e8 c6e8,2198,76,87,605,advantage endgame master short,https://lichess.org/X95mguh3#51,
07jnu,8/8/R1p1r3/3p2k1/P5p1/2P5/1P4PK/8 w - - 1 44,a4a5 g5f4 g2g3 f4f3 a6a8 e6e2,2062,77,91,799,advantage defensiveMove endgame long rookEndgame,https://lichess.org/Rhb7h6gS#87,
07kFt,r2qkb1r/p1pb1ppp/8/1B1npnN1/Q7/2P5/PP1P1PPP/RNB1K2R w KQkq - 0 10,g5f7 d7b5 a4b5 e8f7,2099,77,94,4665,advantage intermezzo opening short,https://lichess.org/XwltofXR#19,Italian_Game Italian_Game_Two_Knights_Defense
07kKp,3r1k2/pp6/3qR2p/6p1/2Qp1p2/2P5/PP3P1P/6K1 b - - 3 25,d6d5 c4b4 f8g8 b4e7 d5e6 e7e6,2015,77,91,423,crushing endgame long,https://lichess.org/3fSN4OlX/black#50,
07low,3r2k1/pp2Bpbp/8/3P1q2/8/2N4b/PPPQN1r1/2RRK3 w - - 5 30,d2f4 g7c3 b2c3 g2e2 e1e2 f5f4,2007,78,92,286,crushing exposedKing long middlegame,https://lichess.org/82UjykSY#59,
07mT0,r1b1r1k1/pp3pp1/2p3qp/3pP3/4n3/1P2P2P/PBB1QPP1/R4RK1 b - - 0 20,c8h3 f2f3 e4g3 c2g6 g3e2 g1f2,2180,85,63,42,advantage long middlegame,https://lichess.org/ozCnIAu9/black#40,
07n8H,r7/4p3/1p3kr1/3p1p1Q/1RpPpP2/q1P1P1P1/3K3R/8 b - - 0 36,a8a6 h5h8 f6e6 h8e5 e6d7 e5d5,2058,77,88,152,crushing deflection endgame long,https://lichess.org/KgEuU9EI/black#72,
07n9l,r1b2k2/1p2n1pp/p2p4/3pp2q/1P2P3/PQN3P1/6BP/4R2K b - - 0 22,d5d4 e1f1 f8e8 c3d5,2017,95,73,20,advantage middlegame short,https://lichess.org/BsxLyltm/black#44,
07nRq,r2q1r1k/ppp2p1p/7Q/4N2p/2Bn2bb/2N5/PPP4K/5RR1 b - - 0 17,d8d6 h6d6 c7d6 e5g4 h5g4 g1g4,2134,80,89,127,advantage long middlegame,https://lichess.org/j6907dKv/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
07nug,r2qr1k1/bbp2p1N/p2p2nB/Pp1Pp3/4P2P/2P5/1PB2PP1/R2QR1K1 b - - 0 23,g8h7 h6g5 e8h8 g5d8,2086,83,91,428,advantage middlegame short,https://lichess.org/ypbjXLdC/black#46,
07oFg,8/8/p2p4/1p6/1Pr2k1R/P7/3K4/8 b - - 4 63,f4g3 h4c4 b5c4 a3a4,2077,75,92,1251,crushing defensiveMove endgame rookEndgame short,https://lichess.org/bwE3ELQu/black#126,
07pi7,r4k2/p1p3b1/1pn1pB2/8/2P2Q2/2N2b1r/PqBK1P1P/4R3 b - - 0 19,f8g8 e1g1 a8d8 c3d5 b2b4 d2c1,2171,129,82,33,advantage defensiveMove long middlegame,https://lichess.org/g0oO4YIk/black#38,
07r9F,5q1k/8/pp1p2Q1/2pPp1P1/2P5/P1P4K/8/8 w - - 0 43,g6f6 f8f6 g5f6 h8h7 h3g4 h7g6,2071,75,93,2626,crushing endgame long queenEndgame,https://lichess.org/p68GGJNY#85,
07rR1,2kr1r2/ppp3pp/2n2n2/5b2/1q3B2/1BPp1P2/PP2N1PP/R2QR1K1 b - - 0 15,d3e2 d1d8 f8d8 c3b4,2026,77,91,2092,advantage middlegame queensideAttack short,https://lichess.org/K57zJbku/black#30,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Other_variations
07rvf,3q1k2/2n2pbp/2Pp2p1/3P4/2Q1P3/2N1BP2/1r4PP/R5K1 w - - 0 28,e3d4 g7d4 c4d4 d8g5 d4f2 b2f2,2141,86,88,442,advantage kingsideAttack long middlegame,https://lichess.org/hNtPERqw#55,
07smm,1R6/5p1k/p5pp/8/4Q3/P1P1p3/1PK1NqP1/4r3 w - - 0 52,e4e5 e1e2 c2b1 f2f5,2188,77,86,231,crushing defensiveMove endgame short,https://lichess.org/tphSm0r9#103,
07t3E,r1b1k2r/ppppqpp1/5n2/2b5/2Pn3p/2NP1NP1/PP2PPBP/R1BQK2R w KQkq - 0 9,c1g5 h4h3 e1g1 h3g2,2106,77,95,1527,advancedPawn advantage opening short,https://lichess.org/VcPWLL7n#17,English_Opening English_Opening_Kings_English_Variation
07tRI,r1q2rk1/bpp2ppp/p2p1n1n/P7/1P2B3/2NQ4/1BP2PPP/R4RK1 b - - 3 19,h6g4 c3d5 f6e4 d5e7 g8h8 e7c8,2179,89,89,1614,advantage fork long middlegame sacrifice,https://lichess.org/glZStT2Y/black#38,Vienna_Game Vienna_Game_Anderssen_Defense
07tfu,1k1r4/nP1r2p1/P2b3p/8/4p3/2N1B2P/5PP1/R5K1 b - - 4 31,d7c7 e3a7 b8a7 c3b5 a7b6 b5d6,2153,74,96,2173,advantage attraction exposedKing fork long middlegame,https://lichess.org/ATsB1iNv/black#62,
07ubu,r5k1/2p2pp1/pp2n2r/3qp3/4N1Q1/P1PP4/1P3PPP/3R1RK1 w - - 0 21,e4g5 e6g5 g4g5 h6g6 g5g6 f7g6,2000,75,85,703,advantage long middlegame,https://lichess.org/7gQVo95J#41,
07v0G,r7/2p1qp1k/1p1p2p1/pPbPr2p/P1P1P2N/6QP/6PK/R4R2 w - - 2 30,f1f3 e5e4 a1f1 e7h4 f3f7 h7h6,2153,78,91,4340,crushing defensiveMove long middlegame,https://lichess.org/3s2WKTXa#59,
07vUM,r4rk1/pQ1b1ppp/n3p3/q2p4/3PnB2/P1P1PN2/5PPP/2R1KB1R b K - 0 13,e4c3 b7a6 a5a6 f1a6,2010,76,84,299,advantage middlegame short,https://lichess.org/BpP3GBTz/black#26,Slav_Defense Slav_Defense_Three_Knights_Variation
07xQo,r4rk1/pp4np/3pp1B1/q1p2b2/1n3P2/1P2PN2/P2PN2Q/2K3RR b - - 0 24,f5g6 g1g6 h7g6 h2h7 g8f7 f3g5,2182,91,89,794,advantage kingsideAttack long middlegame sacrifice,https://lichess.org/FVZTt8r1/black#48,
07xhH,r3k3/4b3/6p1/3PppP1/1p2P3/pP1qB1N1/Pn3Q2/K4R2 w q f6 0 31,e4f5 b2d1 f2d2 d3e3 f1d1 e3g3,2035,75,83,228,advantage long middlegame,https://lichess.org/leQ4uUnZ#61,
07y7b,2r3k1/p1qn1pb1/1p1p2p1/4P1P1/3Bb2Q/1NP5/P1P2K2/R6R b - - 0 21,e4h1 e5d6 c7d6 d4g7 g8g7 a1h1 d6e5 b3d4,2122,133,67,28,advantage defensiveMove discoveredAttack master middlegame veryLong,https://lichess.org/HV3GcBnF/black#42,
07yV6,8/8/8/6R1/P1k2p2/r7/8/3K4 w - - 1 56,g5g4 c4d3 d1e1 d3e3,2157,78,89,76,crushing defensiveMove endgame master rookEndgame short,https://lichess.org/Nl38R0zO#111,
07ykW,5R2/7K/7P/8/7r/4k3/5p2/8 w - - 4 59,h7g7 h4g4 g7h8 g4f4 f8f4 e3f4,2003,78,91,932,crushing endgame long rookEndgame,https://lichess.org/Ww4pbqRu#117,
07zvN,2N2R2/5pBk/5P2/1p6/8/2r4P/6PK/1q6 b - - 1 39,b1c1 f8h8 h7g6 c8e7 g6g5 g7h6,2005,78,84,54,crushing endgame exposedKing long,https://lichess.org/z5CYtLgn/black#78,
07zxg,3b4/3P4/4kp2/p2N2pp/P2P3P/6P1/8/6K1 w - - 1 34,g3g4 e6d5 g4h5 d5e6 h5h6 e6f7 h6h7 f7g7 h7h8q g7h8,2113,84,91,1727,crushing endgame master veryLong,https://lichess.org/NhuTcep5#67,
080Q6,1r4k1/p1Q2ppp/2n5/2q5/3nPB2/5PP1/PP5P/RK3B1R w - - 3 20,f1d3 b8b2 b1b2 c5b4 b2c1 b4c3 c1d1 c3d3,2191,82,91,270,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/t8nBpFjY#39,
080Tv,8/2n5/4p1K1/5p2/1p1k1P2/1P4P1/8/2B5 w - - 3 47,g6f7 d4c3 c1e3 c3b3 e3b6 c7d5,2017,75,91,1950,crushing endgame long,https://lichess.org/YeO3t5XO#93,
080U6,7R/p4k2/1p3B2/3p1nP1/3P1K1P/P4P2/7r/5b2 b - - 6 53,h2h4 f4f5 h4h8 f6h8 f1g2 f3f4 g2e4 f5e5,2060,84,88,1316,crushing endgame hangingPiece quietMove veryLong,https://lichess.org/Oq2BTuPB/black#106,
080Y3,r4rk1/p3qP1p/1p4p1/4n1N1/2Bp4/8/PPQ2P1P/2K3R1 b - - 0 21,e5f7 g5h7 g8h8 h7f8,2162,117,75,13,advantage middlegame short,https://lichess.org/Gy0oyOWY/black#42,
080p5,8/3k4/2R5/pP2b2p/P2p4/2p2P2/6K1/8 w - - 0 51,g2f2 h5h4 f3f4 e5f4,2191,96,86,530,crushing endgame master quietMove short,https://lichess.org/jp7hjfOl#101,
080wE,r2q1r2/ppb2pp1/2p1p1k1/5nP1/3P4/P1N1P3/1PQ3P1/2KR3R b - - 0 20,g6g5 c3e4 g5g6 c2e2,2128,78,91,188,advantage defensiveMove middlegame short,https://lichess.org/mHWSbLLC/black#40,
081Dt,r1b1k2r/pp1p1ppp/2n1p3/1B6/1b1NP2q/2N5/PPP3PP/R1BQK2R w KQkq - 1 9,g2g3 h4e4 e1f2 e4d4 d1d4 c6d4,2055,77,85,119,advantage exposedKing long opening pin,https://lichess.org/ggSUCpQL#17,Sicilian_Defense Sicilian_Defense_Four_Knights_Variation
081MG,8/8/4p1kp/3pP3/3P2PK/1n6/4N3/8 w - - 21 64,g4g5 h6g5 h4g4 g6h6,2139,79,93,6161,advantage defensiveMove endgame knightEndgame short,https://lichess.org/zJCw9QYE#127,
081gB,r7/2p3k1/1pN4p/p2P1pp1/3Q4/P3r2P/5qP1/2R4K b - - 1 35,g7g6 c6e5 g6h7 c1c7 h7g8 c7g7,2190,83,89,383,advantage discoveredAttack endgame long,https://lichess.org/nfBWki5D/black#70,
0829B,5r1k/1p1N1pp1/p2p3p/3Pp3/6Q1/8/Pqr3PP/R4R1K b - - 2 25,f7f5 g4g6 c2g2 g6g2,2023,76,79,102,advantage middlegame short,https://lichess.org/kZpFZHm4/black#50,
082K4,3R4/5ppk/8/7p/4P3/1P3P2/P2Q1KP1/2r4q w - - 4 36,f2e3 c1e1 e3d3 e1d1 d3c3 d1d2,2066,81,89,1821,advantage endgame long pin,https://lichess.org/IB0qSC26#71,
082Zg,3r2k1/4Q1p1/p5P1/6K1/2P3p1/1P3b2/P6r/8 b - - 1 37,d8f8 e7e6 g8h8 e6d6,2007,82,93,291,crushing endgame short,https://lichess.org/ZH57D7TE/black#74,
082i1,5r2/p2q1p1p/bp2pk2/8/1Q1N1P1P/P2PP3/2r1K3/R5R1 w - - 21 35,d4c2 d7d3 e2f2 d3e2 f2g3 f8g8 g3h3 e2f3,2062,78,88,1278,crushing fork middlegame veryLong,https://lichess.org/SNMWMReL#69,
082sF,r1bqr1kb/5p1p/pp2pnp1/2p1p1B1/2P5/2NPQ2P/PP2BPP1/R4RK1 b - - 1 15,d8c7 g5f6 h8f6 e3f3 f6d8 f3a8 c8b7 a8a7,2059,75,92,5078,advantage fork middlegame veryLong,https://lichess.org/k7JAgZ63/black#30,Sicilian_Defense Sicilian_Defense_Staunton-Cochrane_Variation
083c4,r1b4r/pppk1NQp/2nbq3/3p4/5P2/8/PPPP1KPP/R1B4R b - - 0 14,h8f8 f7d6 e6e7 g7e7,2107,76,84,830,advantage discoveredAttack discoveredCheck middlegame short,https://lichess.org/VdMDJrqN/black#28,Four_Knights_Game Four_Knights_Game_Italian_Variation
0846j,8/8/8/2p1pkpp/1pP5/1P1P1K1P/6P1/8 b - - 1 48,g5g4 h3g4 h5g4 f3e3 f5g5 e3e4 g5h4 e4e5,2154,79,91,979,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/hiOehMP2/black#96,
084vU,6k1/1p3rb1/p2Q1p2/2pP1PB1/3p4/3P4/P1q3P1/4R1K1 b - - 0 28,c2d3 e1e8 g7f8 g5h6 d3d1 g1f2,2178,88,71,55,crushing defensiveMove endgame long pin,https://lichess.org/6Vvx9xNI/black#56,
0853t,8/1R3p2/6p1/1n5p/pk2PP2/7P/6P1/6K1 w - - 2 40,b7b8 a4a3 b8a8 b5c3,2103,95,86,32,advantage endgame master short,https://lichess.org/SICcUcq1#79,
085C7,5r1k/2q5/p3r2p/4bB2/2pB4/2P4P/P5Q1/6RK b - - 2 37,e6e7 g2g6 c7b7 f5e4 b7e4 g6e4,2008,75,94,2029,crushing defensiveMove long master middlegame,https://lichess.org/vuoVia2b/black#74,
085j5,8/p1p2pk1/2p4p/8/2nr4/4r2P/P3NKP1/2R2R2 b - - 3 28,d4e4 e2g3 e3g3 f2g3,2132,74,87,95,advantage endgame short,https://lichess.org/dywBTqCL/black#56,
0860a,6k1/pb3p2/1p2pQp1/4P2p/8/2R1p2P/PP1q1PPK/8 w - - 0 32,c3c7 d2f2 c7b7 f2f6 b7b8 g8h7 e5f6 e3e2,2040,79,92,994,advancedPawn advantage endgame sacrifice veryLong,https://lichess.org/2wrE913K#63,
086Xf,r7/p4k2/1p1pr1nB/5R2/5p2/3B3P/PPP4K/8 b - - 2 31,f7e7 h6g5 e7d7 d3b5 d7c7 f5f7,2000,76,90,262,advantage endgame long,https://lichess.org/4Di95pLp/black#62,
086qw,4r1rk/p1q2p1p/5n2/8/1Q1p4/1P1B1P2/P1PPKP1P/RN2R3 w - - 5 21,e2d1 e8e1 d1e1 g8g1 e1e2 c7e5 d3e4 f6e4,2035,78,94,6517,advantage attraction middlegame veryLong,https://lichess.org/0elFBeNF#41,
086wy,r2q3r/p1p2Qp1/k4p2/Pp2p3/2B2P2/2B5/6bP/2R3K1 b - - 1 24,b5c4 f7c4 a6b7 c1b1 b7c8 c4a6 c8d7 b1d1,2045,90,65,37,advantage exposedKing middlegame veryLong,https://lichess.org/EiGOxgPy/black#48,
087ew,8/8/3k4/p4p2/P2K3p/4P2P/8/8 w - - 3 35,e3e4 f5e4 d4e4 d6c5,2124,74,95,1227,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/Ma6IJsEs#69,
088uq,1nkr1b1r/4ppp1/p1p5/3b1q2/3P1B1p/2QN4/PP1N1PPP/2R2RK1 w - - 0 21,d3b4 f5f4 b4d5 d8d5,2030,76,86,71,advantage hangingPiece middlegame short,https://lichess.org/tVIVEJRG#41,
089LZ,7k/pbq2p1p/8/2p2Q2/2P5/8/PP2RNr1/5K2 b - - 1 29,c7d8 f5f7 b7c6 e2e7 g2f2 f1f2,2111,76,94,1500,advantage endgame long,https://lichess.org/J88Q69M9/black#58,
089Va,8/1p6/p1pn3p/4k2p/1P2PP1P/3K2P1/1P6/8 b - - 0 44,e5f6 e4e5 f6e7 e5d6 e7d6 d3d4 d6e6 d4c5,2162,89,89,397,crushing endgame exposedKing fork knightEndgame veryLong,https://lichess.org/wAzPjftI/black#88,
089bM,r7/6k1/pnp2rpq/2Q5/2Pp4/3P4/PP2RPRP/7K b - - 0 30,a8b8 c5e7 f6f7 e7e5 g7h7 e5b8,2129,76,94,1438,advantage fork long middlegame,https://lichess.org/EpYCFItW/black#60,
089hP,r1bq1rk1/p3bppp/5n2/3pp1B1/8/2N5/PPPQ1PPP/2KR1B1R w - - 0 13,c3d5 d8d5 d2d5 f6d5 g5e7 d5e7,2076,84,91,469,advantage long opening,https://lichess.org/spQf5TEf#25,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
08AeO,8/8/1p2k1p1/p4p1p/2PK1P1P/1P4P1/8/8 w - - 1 52,c4c5 b6b5 c5c6 e6d6,2007,74,88,409,crushing endgame pawnEndgame quietMove short zugzwang,https://lichess.org/lhOtlrQQ#103,
08B2a,8/5pp1/6bp/2k5/3p2PP/3N4/P3KP2/8 b - - 2 40,c5c4 d3e5 c4c3 e5g6 f7g6 e2d1,2103,79,91,213,crushing defensiveMove endgame long,https://lichess.org/2F8rpfRn/black#80,
08B5C,4rrk1/pp5n/7p/3p1pP1/7q/1P2B3/P2QBPK1/6R1 b - - 2 31,f5f4 d2d5 f8f7 g5g6 h4g5 d5g5,2148,77,85,76,advantage fork long middlegame,https://lichess.org/f4H5YaLh/black#62,
08BEi,r2q1rk1/pbp1bp2/1p1ppn1B/8/3P4/2PB4/P1PQ1PPP/R4RK1 b - - 2 14,g8h8 h6g7 h8g7 d2g5,2026,75,85,179,advantage attraction kingsideAttack middlegame sacrifice short,https://lichess.org/XRtKKJfj/black#28,Indian_Defense Indian_Defense_Omega_Gambit
08D7H,r2q3k/1b2b1r1/p3Q3/1p1pR3/3P3P/P1N3P1/1P3PK1/R7 b - - 0 24,b7c8 e5h5 g7h7 h5h7 h8h7 e6f7,2042,76,88,410,attraction crushing exposedKing kingsideAttack long middlegame,https://lichess.org/ilbe0ChA/black#48,
08DEl,8/p4k2/1p1q2p1/4p3/2P3P1/1P2QP2/6K1/8 b - - 0 49,d6d4 e3d4 e5d4 f3f4,2160,78,88,107,crushing defensiveMove endgame queenEndgame short,https://lichess.org/NX59enWn/black#98,
08DYP,2r2r2/p4kb1/2N3pp/1BN5/8/P3n3/1P4PP/4R1K1 b - - 2 29,e3f5 b5c4 f7f6 c5e4,2015,93,100,45,mate mateIn2 middlegame short,https://lichess.org/vNpf3Hbb/black#58,
08DZy,r2r2k1/5pb1/p1p1p1p1/6N1/3q4/2P3BQ/PP4PP/4R2K b - - 0 24,d4d5 h3h7 g8f8 g5e6 f7e6 e1f1,2069,85,90,965,advantage kingsideAttack long middlegame sacrifice,https://lichess.org/P3rO9tVH/black#48,
08Dk6,r1b2rk1/pp1B1pbp/6p1/3QP3/5PPq/8/PPP4P/2KR2NR b - - 0 14,c8d7 d5d7 a8d8 g1f3,2143,129,100,31,equality middlegame short,https://lichess.org/HgeUcO82/black#28,
08Erp,4k3/3qb3/2bp4/2P1ppr1/p3Pp1p/PrN2Q1P/1P2BPP1/1R1R2K1 w - - 0 33,c5d6 f5e4 f3h5 g5h5 e2h5 e8f8 d6e7 d7e7,2023,75,89,232,advantage middlegame trappedPiece veryLong,https://lichess.org/OHppLYIU#65,
08FF1,7k/pp1R2p1/7p/8/8/6QP/Pq3rPK/8 b - - 5 31,a7a5 d7d8 h8h7 g3d3 g7g6 d8d7,2086,75,89,109,advantage endgame long,https://lichess.org/UkAl1d56/black#62,
08Gba,2r3k1/3n1pp1/q4n1p/1p1p1p2/3B1Q2/Pp1PP1P1/5PBP/1R4K1 w - - 0 27,f4f5 a6a3 g2d5 c8c1 b1c1 a3c1 g1g2 b3b2 d4b2 c1b2,2006,79,90,1030,advancedPawn crushing middlegame veryLong,https://lichess.org/iATPun9B#53,
08Gdb,4r1k1/p4qBp/2Q2Pp1/4p3/P1P5/1P4P1/3r3P/4R1K1 b - - 0 37,d2b2 e1d1 b2b3 d1d7 b3b1 g1g2,2096,76,93,2421,crushing defensiveMove endgame long quietMove,https://lichess.org/uiNH1Q8G/black#74,
08GkN,8/p1p3pk/b6p/P3p3/2P2r1b/8/2P1RP1P/2Q3K1 w - - 2 31,e2d2 f4g4 g1f1 a6c4 d2d3 e5e4,2106,75,95,11116,advantage endgame long pin,https://lichess.org/HqvpjCOM#61,
08HOd,3r2k1/2p3p1/p1p2b1B/5P2/4p1R1/6QP/PPq3PK/8 b - - 3 31,d8d7 h6g7 d7g7 g4g7 f6g7 f5f6,2023,76,95,3447,crushing endgame long pin sacrifice,https://lichess.org/Ydf7OnmB/black#62,
08I6a,1n5r/3rk3/p1pNp2p/1P2P1pP/6P1/2P4K/1P2n3/3R1R2 b - - 1 26,c6b5 f1f7 e7d8 f7d7 b8d7 d6f7 d8e7 f7h8,2044,78,92,730,advantage fork middlegame veryLong,https://lichess.org/V657rCam/black#52,
08IQd,4r1k1/5pp1/1p5P/6P1/3B4/p2R1K2/rp6/1R6 w - - 0 38,h6g7 e8d8 b1h1 d8d4 d3d4 a2a1 d4d8 g8g7 h1h8 g7g6 f3f4 a1f1 f4g4 f1g1,2068,151,88,16,advantage endgame exposedKing sacrifice veryLong,https://lichess.org/YOgR9F36#75,
08Ivm,8/5k1p/3p1Pp1/3P2P1/5K2/8/8/8 b - - 4 59,h7h6 g5h6 f7f6 f4g4,2083,75,93,481,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/4OEcBWr9/black#118,
08Jd8,5k2/4r1p1/P4p2/1PP4p/2Q5/4Pq2/5P2/1K1R4 w - - 1 37,b5b6 f3d1 b1b2 e7d7,2196,82,91,1777,crushing defensiveMove endgame hangingPiece master short,https://lichess.org/BC10c2tg#73,
08Ke0,1r3k2/ppQ2p2/5qn1/8/3p4/4r3/PPP5/2K3RR b - - 0 31,f6f4 h1h8 g6h8 c7f4,2044,76,84,623,crushing deflection middlegame short,https://lichess.org/3aA8PQcw/black#62,
08KnC,8/5k2/8/1RB4p/1P4p1/5rK1/8/8 w - - 2 46,g3h4 f7g6 b5b6 g6f5 b6f6 f5f6,2046,76,90,446,crushing defensiveMove endgame long,https://lichess.org/wxyGNApn#91,
08LXR,8/8/R5k1/5p2/4pP2/5rP1/6K1/8 b - - 9 60,g6h5 a6f6 f3c3 f6f5,2031,77,84,235,crushing endgame master rookEndgame short,https://lichess.org/KunYup0c/black#120,
08Ltb,4r2r/pppk2pp/2qpnp2/4PQ2/2N5/8/PP3PPP/3R1RK1 w - - 5 20,e5f6 c6c4 f6g7 h8g8,2023,75,87,503,advantage middlegame short,https://lichess.org/oJuJ3jgK#39,
08MRH,r5k1/ppq4p/3b2pB/n2P1p2/2p1r3/2Q2N2/PP3PPP/R4RK1 w - - 0 20,f3g5 d6h2 g1h1 e4h4 g2g3 h2g3,2074,86,91,1162,advantage discoveredAttack discoveredCheck kingsideAttack long middlegame,https://lichess.org/Rz6S98Ks#39,
08NVX,8/4r3/3k2p1/p1pB3p/2P3bP/P2pr3/1PKR2P1/5R2 w - - 0 39,d2d3 e3d3 f1f6 d6e5,2024,76,96,1368,crushing endgame short,https://lichess.org/SIci9gc9#77,
08O6I,3r2k1/pp3r1p/n1pBRppQ/8/8/1Pq4P/2P2PP1/3R1K2 b - - 3 25,c3c2 d1e1 c2d3 f1g1 d3d6 e6d6,2078,77,89,910,advantage defensiveMove long middlegame quietMove,https://lichess.org/214OPU55/black#50,
